68, 62, 67, 61, 64, 65, 73, 73, 63, 77, 
67, 66, 63, 62, 60, 67, 69, 66, 66, 73, 
108, 61, 69, 73, 59, 65, 69, 68, 71, 71, 
72, 69, 79, 64, 72, 67, 81, 93, 98, 73, 
65, 66, 62, 71, 69, 82, 70, 66, 68, 117, 
57, 62, 56, 63, 54, 61, 56, 51, 56, 61, 
