Insertion Sort Execution Time,5665.56640625,5401.5400390625,5375.53759765625,5501.550048828125,5425.54248046875,5342.5341796875,5332.533203125,5303.5302734375,5378.537841796875,5501.550048828125
Insertion Sort Execution Time,5702.000244140625,5475.999755859375,5559.0,5451.0,5447.0,5719.0,5445.0,5477.0,5377.000244140625,5497.999755859375
